REAL1;0,291061611;0
REAL1;2,416560859;247
REAL1;0,129710268;240
REAL1;0,256322248;0
REAL1;0,282886223;224
REAL1;0,049271411;224
REAL1;5,002930903;224
REAL1;0,095553432;232
REAL1;0,82595812;224
REAL1;0,482022919;0
REAL1;0,315588325;224
REAL1;0,112491966;224
REAL1;0,23691299;232
REAL1;0,291213633;0
REAL1;1,142090459;224
REAL1;0,824358596;0
REAL1;0,533839343;0
REAL1;0,229734259;224
REAL1;0,097377391;224
REAL1;0,311285866;224
REAL1;0,027279732;0
REAL1;0,494206227;0
REAL1;0,157499261;0
REAL1;0,191822478;0
REAL1;0,097931142;224
REAL1;0,273369668;0
REAL1;0,203025482;0
REAL1;1,240020655;232
REAL1;0,366054803;0
REAL1;0,705516216;0
REAL2;8,241008146;296
REAL2;8,688364249;0
REAL2;25,37976516;0
REAL2;17,18638547;216
REAL2;9,959580836;0
REAL2;19,41195687;0
REAL2;5,304081394;0
REAL2;9,079421366;0
REAL2;12,86273608;0
REAL2;12,62522242;224
REAL2;10,43618013;0
REAL2;8,882164066;0
REAL2;24,35046537;0
REAL2;9,862131503;224
REAL2;11,46779561;0
REAL2;11,70253905;224
REAL2;10,03056366;216
REAL2;17,68356294;0
REAL2;16,12213346;0
REAL2;12,39339727;0
REAL2;17,46510547;227
REAL2;18,30090945;221
REAL2;8,913160261;220
REAL2;16,00577124;222
REAL2;20,67749469;0
REAL2;12,2795665;216
REAL2;14,62077086;224
REAL2;25,20263732;0
REAL2;15,63387559;216
REAL2;11,37448795;224
